Subsystem	Name	Role	Module1	Module2	Module3	Phenotype
Alpha-glucoside utilization in bifidobacteria	ImoB	Panose/isomaltooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1.53)	Carbohydrate utilization	Panose and isomaltooligosaccharides utilization	Panose and isomaltooligosaccharides uptake	IMO
Alpha-glucoside utilization in bifidobacteria	ImoC	Panose/isomaltooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1.53)	Carbohydrate utilization	Panose and isomaltooligosaccharides utilization	Panose and isomaltooligosaccharides uptake	IMO
Alpha-glucoside utilization in bifidobacteria	ImoD	Putative panose/isomaltooligosaccharide ABC transporter-1 substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Panose and isomaltooligosaccharides utilization	Panose and isomaltooligosaccharides uptake	IMO
Alpha-glucoside utilization in bifidobacteria	ImoE	Putative panose/isomaltooligosaccharide ABC transporter-1 permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	Panose and isomaltooligosaccharides utilization	Panose and isomaltooligosaccharides uptake	IMO
Alpha-glucoside utilization in bifidobacteria	ImoF	Putative panose/isomaltooligosaccharide ABC transporter-1 permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	Panose and isomaltooligosaccharides utilization	Panose and isomaltooligosaccharides uptake	IMO
Alpha-glucoside utilization in bifidobacteria	ImoD2	Putative panose/isomaltooligosaccharide ABC transporter-2 substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Panose and isomaltooligosaccharides utilization	Panose and isomaltooligosaccharides uptake	IMO
Alpha-glucoside utilization in bifidobacteria	MelA	Melezitose ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Melezitose utilization	Melezitose uptake	Mlz
Alpha-glucoside utilization in bifidobacteria	MelB	Melezitose ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	Melezitose utilization	Melezitose uptake	Mlz
Alpha-glucoside utilization in bifidobacteria	MelC	Melezitose ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	Melezitose utilization	Melezitose uptake	Mlz
Alpha-glucoside utilization in bifidobacteria	ImoR	Putative panose/isomaltooligosaccharide utilization regulator-1 (LacI family)	Carbohydrate utilization	Panose and isomaltooligosaccharides utilization	Panose and isomaltooligosaccharides regulation	IMO
Alpha-glucoside utilization in bifidobacteria	ImoR2	Putative panose/isomaltooligosaccharide utilization regulator-2 (LacI family)	Carbohydrate utilization	Panose and isomaltooligosaccharides utilization	Panose and isomaltooligosaccharides regulation	IMO
Alpha-glucoside utilization in bifidobacteria	MelR1	Transcriptional regulator of melezitose utilization-1 (LacI family)	Carbohydrate utilization	Melezitose utilization	Melezitose regulation	Mlz
Alpha-glucoside utilization in bifidobacteria	MelR2	Transcriptional regulator of melezitose utilization-2 (LacI family)	Carbohydrate utilization	Melezitose utilization	Melezitose regulation	Mlz
Beta-glucoside utilization in bifidobacteria	BaBgl3A	Beta-glucosidase-1 (GH3)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BgrT1	Predicted transcriptional regulator of beta-glucoside utilization (TetR family)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides regulation	Bgl
Beta-glucoside utilization in bifidobacteria	BaBgl3B	Beta-glucosidase-2 (GH3)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BgrT2	Predicted transcriptional regulator of beta-glucoside utilization-2 (TetR family)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides regulation	Bgl
Beta-glucoside utilization in bifidobacteria	Bgl3C	Beta-glucosidase-3 (GH3)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BaBgl1A	Beta-glucosidase-2 (GH1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BglA	Putative beta-glucooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BglB	Putative beta-glucooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BglC	Putative beta-glucooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BglR	Putative transcriptional regulator of beta-glucooligosaccharide utilization (LacI family)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides regulation	Bgl
Beta-glucoside utilization in bifidobacteria	Bgl1A	Putative beta-glucosidase-1 (GH1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BglA2	Putative beta-glucooligosaccharide ABC transporter-2 substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BglB2	Putative beta-glucooligosaccharide ABC transporter-2 permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BglC2	Putative beta-glucooligosaccharide ABC transporter-2 permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Cld; Bgl
Beta-glucoside utilization in bifidobacteria	BglR2	Putative transcriptional regulator of beta-glucooligosaccharide utilization (AraC family)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides regulation	Bgl
Beta-glucoside utilization in bifidobacteria	Bgl3D	Putative beta-glucosidase-1 (GH3)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	BGL12
Beta-glucoside utilization in bifidobacteria	BglK	Putative beta-1,2-oligoglucan ABC transporter substrate-binding component (TC 3.A.1.5)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	BGL12
Beta-glucoside utilization in bifidobacteria	BglL	Putative beta-1,2-oligoglucan ABC transporter permease component 1 (TC 3.A.1.5)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	BGL12
Beta-glucoside utilization in bifidobacteria	BglM	Putative beta-1,2-oligoglucan ABC transporter permease component 2 (TC 3.A.1.5)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	BGL12
Beta-glucoside utilization in bifidobacteria	BglN	Putative beta-1,2-oligoglucan ABC transporter ATP-binding component 1 (TC 3.A.1.5)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	BGL12
Beta-glucoside utilization in bifidobacteria	BglO	Putative beta-1,2-oligoglucan ABC transporter ATP-binding component 2 (TC 3.A.1.5)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	BGL12
Beta-glucoside utilization in bifidobacteria	BglR3	Putative transcriptional regulator of beta-1,2-oligoglucan utilization (LacI family)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides regulation	Bgl
Beta-glucoside utilization in bifidobacteria	Bgn30	Putative beta-glucanase (GH30_3)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Bgl
Beta-glucoside utilization in bifidobacteria	Bgl3E	Putative beta-glucosidase-2 (GH3)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Bgl
Beta-glucoside utilization in bifidobacteria	Bgl2	Putative glycoside hydrolase (GH2)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Bgl
Beta-glucoside utilization in bifidobacteria	BglX	Bgl cluster ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Bgl
Beta-glucoside utilization in bifidobacteria	BglY	Bgl cluster ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Bgl
Beta-glucoside utilization in bifidobacteria	BglZ	Bgl cluster ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Bgl
Beta-glucoside utilization in bifidobacteria	BglT	Predicted transcriptional regulator of the bgl cluster (TetR family)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides regulation	Bgl
Beta-glucoside utilization in bifidobacteria	Gin30	Flavonoid/ginsenoside beta-xylosidase (GH30)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Bgl
Beta-glucoside utilization in bifidobacteria	Gin43	Putative flavonoid/ginsenoside beta-xylosidase (GH43_11)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Bgl
Beta-glucoside utilization in bifidobacteria	BlArap42B	Flavonoid/ginsenoside alpha-L-arabinopyranosidase (GH42)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Bgl
Beta-glucoside utilization in bifidobacteria	Gin51	Putative flavonoid/ginsenoside alpha-L-arabinofuranosidase (GH51)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Bgl
Beta-glucoside utilization in bifidobacteria	Gin5	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Bgl
Beta-glucoside utilization in bifidobacteria	GinT	Predicted flavonoid/ginsenoside MFS permease (TC 2.A.1.2)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Bgl
Beta-glucoside utilization in bifidobacteria	BgrT3	Predicted transcriptional regulator of beta-glucoside utilization-3 (TetR family)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides regulation	Bgl
Beta-glucoside utilization in bifidobacteria	BgrT4	Predicted transcriptional regulator of beta-glucoside utilization-4 (TetR family)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides regulation	Bgl
Beta-glucoside utilization in bifidobacteria	BgrT6	Predicted transcriptional regulator of beta-glucoside utilization-6 (TetR family)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides regulation	Bgl
Beta-glucoside utilization in bifidobacteria	Rgl78	Flavonoid/ginsenoside alpha-rhamnosidase (GH78)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides catabolism	Bgl
Beta-glucoside utilization in bifidobacteria	RglT	Putatuve rhamnoglycoside MFS permease (TC 2.A.1.2)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Bgl
Beta-glucoside utilization in bifidobacteria	RglT2	Putatuve rhamnoglycoside MFS permease (TC 2.A.1.1)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides uptake	Bgl
Beta-glucoside utilization in bifidobacteria	RglR	Putative transcriptional regulator of rhamnoglycoside utilization (LacI family)	Carbohydrate utilization	Cellobiose and Beta-glucosides utilization	Cellobiose and Beta-glucosides regulation	Bgl
Beta-galactoside utilization in bifidobacteria	Bga2A	Beta-1,4-galactosidase (GH2)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides catabolism	Lac
Beta-galactoside utilization in bifidobacteria	BbgI	Beta-1,4-galactosidase-2 (GH2)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides catabolism	Lac
Beta-galactoside utilization in bifidobacteria	Bga2	Putative beta-galactosidase (GH2)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides catabolism	GOS; Lac
Beta-galactoside utilization in bifidobacteria	LacS	Lactose MFS permease (TC 2.A.2)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	Lac
Beta-galactoside utilization in bifidobacteria	LacR	Putative transcriptional regulator of lactose utilization (LacI family)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides regulation	Lac
Beta-galactoside utilization in bifidobacteria	Bga2B	Beta-1,3-galactosidase (GH2)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides catabolism	GOS
Beta-galactoside utilization in bifidobacteria	GosT	Beta-1,3-linked galactooligosaccharide MFS permease (TC 2.A.2)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS
Beta-galactoside utilization in bifidobacteria	BgaR2	Putative transcriptional regulator of beta-1,3-linked galactooligosaccharide utilization (LacI family)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides regulation	GOS
Beta-galactoside utilization in bifidobacteria	Bga42B	Beta-1,4-galactosidase (GH42)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides catabolism	GOS; AGI
Beta-galactoside utilization in bifidobacteria	Bga42	Putative beta-galactosidase (GH42)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides catabolism	GOS
Beta-galactoside utilization in bifidobacteria	Bga35	Putative beta-galactosidase (GH35)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides catabolism	GOS
Beta-galactoside utilization in bifidobacteria	GalA	Extracellular endo-beta-1,4/3-galactanase (GH53)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides catabolism	AGI
Beta-galactoside utilization in bifidobacteria	GosA	Beta-1,4-linked galactooligosaccharide ABC transporter substrate-binding protein (TC 3.A.1.1)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS; AGI
Beta-galactoside utilization in bifidobacteria	GosB	Beta-1,4-linked galactooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS
Beta-galactoside utilization in bifidobacteria	GosC	Beta-1,4-linked galactooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS
Beta-galactoside utilization in bifidobacteria	GosA2	Putative beta-1,4-linked galactooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS
Beta-galactoside utilization in bifidobacteria	GosB2	Putative beta-1,4-linked galactooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS
Beta-galactoside utilization in bifidobacteria	GosC2	Putative beta-1,4-linked galactooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS
Beta-galactoside utilization in bifidobacteria	GosR	Transcriptional regulator of beta-1,4-linked galactooligosaccharide utilization (LacI family)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides regulation	GOS
Beta-galactoside utilization in bifidobacteria	GosR2	Putative transcriptional regulator of beta-1,4-linked galactooligosaccharide utilization (LacI family)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides regulation	GOS
Beta-galactoside utilization in bifidobacteria	Bga42A	Beta-1,3/4/6-galactosidase (GH42)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides catabolism	GOS
Beta-galactoside utilization in bifidobacteria	GosF	Beta-1,6-linked galactooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS
Beta-galactoside utilization in bifidobacteria	GosG	Beta-1,6-linked galactooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS
Beta-galactoside utilization in bifidobacteria	GosH	Beta-1,6-linked galactooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS
Beta-galactoside utilization in bifidobacteria	GosX	Putative galactooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Lactose and Beta-galactosides utilization	Lactose and Beta-galactosides uptake	GOS
