subsystem	short_name	long_name
Ethanolamine utilization HMP	EutC	Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)
Ethanolamine utilization HMP	EutE	Acetaldehyde dehydrogenase, ethanolamine utilization cluster (EC 1.2.1.10)
Ethanolamine utilization HMP	EutH	Ethanolamine permease
Ethanolamine utilization HMP	EutK	Ethanolamine utilization polyhedral-body-like protein EutK
Ethanolamine utilization HMP	EutL	Ethanolamine utilization polyhedral-body-like protein EutL
Ethanolamine utilization HMP	EutM	Ethanolamine utilization polyhedral-body-like protein EutM
Ethanolamine utilization HMP	EutN	Ethanolamine utilization polyhedral-body-like protein EutN
Ethanolamine utilization HMP	EutS	Ethanolamine utilization polyhedral-body-like protein EutS
Ethanolamine utilization HMP	EutA	Ethanolamine utilization protein EutA
Ethanolamine utilization HMP	EutG	Ethanolamine utilization protein EutG
Ethanolamine utilization HMP	EutJ	Ethanolamine utilization protein EutJ
Ethanolamine utilization HMP	EutP	Ethanolamine utilization protein EutP
Ethanolamine utilization HMP	EutQ	Ethanolamine utilization protein EutQ
Ethanolamine utilization HMP	EutI	Ethanolamine utilization protein similar to PduA/PduJ
Ethanolamine utilization HMP	EutF	Ethanolamine utilization protein similar to PduL
Ethanolamine utilization HMP	EutU	Ethanolamine utilization protein similar to PduT
Ethanolamine utilization HMP	EutW	Ethanolamine utilization protein similar to PduU
Ethanolamine utilization HMP	EutV	Ethanolamine utilization protein similar to PduV
Ethanolamine utilization HMP	EutD	Phosphate acetyltransferase (EC 2.3.1.8), ethanolamine utilization-specific
Ethanolamine utilization HMP	EutX	Protein clustered with ethanolamine utilization
Ethanolamine utilization HMP	EutR	Ethanolamine two-component response regulator
Ethanolamine utilization HMP	EutRs	Ethanolamine sensory transduction histidine kinase
Butyrate utilization HMP	YdiQ	Electron transfer flavoprotein, beta subunit YdiQ
Butyrate utilization HMP	YdiR	Electron transfer flavoprotein, alpha subunit YdiR
Butyrate utilization HMP	YdiS	Electron transfer flavoprotein-quinone oxidoreductase YdiS
Butyrate utilization HMP	YdiD	Short-chain-fatty-acid--CoA ligase
Butyrate utilization HMP	YdiT	Ferredoxin-like protein YdiT
Butyrate utilization HMP	YdiP	Uncharacterized transcriptional regulator YdiP, AraC family
Butyrate utilization HMP	YdiN	Inner membrane transport protein YdiN
Butyrate utilization HMP	YdiM	Inner membrane transport protein YdiM
Butyrate utilization HMP	YdiF	Acyl-CoA:acetate CoA transferase (EC 2.8.3.8)
Butyrate utilization HMP	YdiO	Anaerobic Butyryl-CoA dehydrogenase (EC 1.3.99.2)
Butyrate utilization HMP	YdiL	Uncharacterized protein YdiL
Propanediol utilization HMP	PduC	Propanediol dehydratase large subunit (EC 4.2.1.28)
Propanediol utilization HMP	PduD	Propanediol dehydratase medium subunit (EC 4.2.1.28)
Propanediol utilization HMP	PduE	Propanediol dehydratase small subunit (EC 4.2.1.28)
Propanediol utilization HMP	PduC2	Predicted novel propanediol dehydratase, B12-independent (EC 4.2.1.-)
Propanediol utilization HMP	PduD2	Predicted novel propanediol dehydratase, B12-independent, activating enzyme
Propanediol utilization HMP	PduG	Propanediol dehydratase reactivation factor large subunit
Propanediol utilization HMP	PduH	Propanediol dehydratase reactivation factor small subunit
Propanediol utilization HMP	PduA	Propanediol utilization polyhedral body protein PduA
Propanediol utilization HMP	PduB	Propanediol utilization polyhedral body protein PduB
Propanediol utilization HMP	PduJ	Propanediol utilization polyhedral body protein PduJ
Propanediol utilization HMP	PduK	Propanediol utilization polyhedral body protein PduK
Propanediol utilization HMP	PduM	Propanediol utilization protein PduM
Propanediol utilization HMP	PduN	Propanediol utilization polyhedral body protein PduN
Propanediol utilization HMP	PduT	Propanediol utilization polyhedral body protein PduT
Propanediol utilization HMP	PduU	Propanediol utilization polyhedral body protein PduU
Propanediol utilization HMP	PduF	Propanediol diffusion facilitator
Propanediol utilization HMP	PduP	CoA-acylating propionaldehyde dehydrogenase
Propanediol utilization HMP	PduL	Phosphate propanoyltransferase (EC 2.3.1.222)
Propanediol utilization HMP	PduQ	Putative iron-containing NADPH-dependent propanol dehydrogenase
Propanediol utilization HMP	PduV	Propanediol utilization protein PduV
Propanediol utilization HMP	PduW	Propionate kinase, propanediol utilization (EC 2.7.2.1)
Propanediol utilization HMP	PduS	Cob(II)alamin reductase
Propanediol utilization HMP	PduO	ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), propanediol utilization
Propanediol utilization HMP	PocR	Propanediol utilization transcriptional activator
Propanediol utilization HMP	PduX	L-threonine kinase in B12 biosynthesis (EC 2.7.1.177)
Propanediol utilization HMP	PduY	Propanediol utilization protein similar to EutJ
Lactate utilization HMP	Dld	D-Lactate dehydrogenase (EC 1.1.2.5)
Lactate utilization HMP	Dld2	Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing
Lactate utilization HMP	LctD	Lactate dehydrogenase (NAD+, ferredoxin) (EC 1.3.1.110)
Lactate utilization HMP	EtfA	Electron bifurcating lactate dehydrogenase, electron transfer flavoprotein alpha
Lactate utilization HMP	EtfB	Electron bifurcating lactate dehydrogenase, electron transfer flavoprotein beta
Lactate utilization HMP	LdhD	D-Lactate dehydrogenase, cytochrome c-dependent (EC 1.1.2.4)
Lactate utilization HMP	GlcE	D-lactate dehydrogenase, FAD binding subunit GlcE (EC 1.1.99.6)
Lactate utilization HMP	GlcD	D-lactate dehydrogenase, FAD-linked subunit GlcD (EC 1.1.99.6)
Lactate utilization HMP	GlcF	D-lactate dehydrogenase, iron-sulfur subunit GlcF (EC 1.1.99.6)
Lactate utilization HMP	LldD	L-lactate dehydrogenase (EC 1.1.2.3)
Lactate utilization HMP	LldE	L-lactate dehydrogenase, Fe-S oxidoreductase subunit LldE (EC 1.1.2.3)
Lactate utilization HMP	LldF	L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit LldF (EC 1.1.2.3)
Lactate utilization HMP	LldG	L-lactate dehydrogenase LldG subunit (EC 1.1.2.3)
Lactate utilization HMP	LctO	Lactate 2-monooxygenase (EC 1.13.12.4)
Lactate utilization HMP	LldP	DL-lactate permease, LctP family
Lactate utilization HMP	LldR	Lactate-responsive regulator LldR in Firmicutes, GntR family
Lactate utilization HMP	DldR1	Predicted transcriptional regulator for D-lactate utilization, LysR family
Lactate utilization HMP	DldR2	Predicted D-lactate dehydrogenase regulator, SdaR family
Bile acids HMP	BSH	Choloylglycine hydrolase (EC 3.5.1.24)
Bile acids HMP	HSD3	3-alpha-hydroxysteroid dehydrogenase (EC 1.1.1.50)
Bile acids HMP	HSD7	7-alpha-hydroxysteroid dehydrogenase (EC 1.1.1.159)
Bile acids HMP	HSD12	12-alpha-hydroxysteroid dehydrogenase (EC 1.1.1.176)
Bile acids HMP	BaiA	3-alpha-hydroxycholanate dehydrogenase (NADP(+)) (EC 1.1.1.392)
Bile acids HMP	BaiB	Bile acid-coenzyme A ligase (EC 6.2.1.7)
Bile acids HMP	BaiCD	NAD(H)-dependent 7-alpha-hydroxy-3-oxo-delta4-cholenoic acid oxidoreductase
Bile acids HMP	BaiH	NAD(H)-dependent 7-beta-hydroxy-3-oxo-delta4-cholenoic acid oxidoreductase
Bile acids HMP	BaiE	Bile acid 7-alpha dehydratase (EC 4.2.1.106)
Bile acids HMP	BaiI	Bile acid 7-beta dehydratase (EC 4.2.1.106)
Bile acids HMP	BaiF	Bile acid CoA-transferase (EC 2.8.3.25)
Bile acids HMP	BaiG	Bile acids transporter, MFS family
Bile acids HMP	BaiO	NAD(H)-dependent 3-alpha-hydroxysteroid reductase, predicted
Bile acids HMP	BaiN	3-dehydro-bile acid delta(4,6)-reductase (EC 1.3.1.114)
Bile acids HMP	BaiR	Predicted transcriptional regulator for bile acid transformation, AraC family
Bile acids HMP	BaiR2	Predicted transcriptional regulator for bile acid transformation, HxlR family
Bile acids HMP	BaiR3	Transcriptional regulator, AcrR family probably bile acid related
Bile acids HMP	BASsuc	Cholic acid acyl synthetase for 3-succinylated cholic acid
Bile acids HMP	BaiP	Bile acid 5-alpha-reductase
Bile acids HMP	MurJ	Predicted bile acid transporter, MurJ family
Lipid A biosynthesis HMP	LpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)
Lipid A biosynthesis HMP	LpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)
Lipid A biosynthesis HMP	LpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)
Lipid A biosynthesis HMP	LpxH	UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)
Lipid A biosynthesis HMP	LpxB	Lipid-A-disaccharide synthase (EC 2.4.1.182)
Lipid A biosynthesis HMP	LpxK	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)
Lipid A biosynthesis HMP	WaaA	3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)
Lipid A biosynthesis HMP	LpxL	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241)
Lipid A biosynthesis HMP	LpxM	Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243)
Lipid A biosynthesis HMP	LpxT	Lipid A 1-diphosphate synthase
Lipid A biosynthesis HMP	LpxP	Lipid A biosynthesis palmitoleoyltransferase (EC 2.3.1.242)
Purine biosynthesis HMP	PurF	Amidophosphoribosyltransferase (EC 2.4.2.14)
Purine biosynthesis HMP	PurD	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)
Purine biosynthesis HMP	PurN	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)
Purine biosynthesis HMP	PurT	Phosphoribosylglycinamide formyltransferase 2 (EC 6.3.1.21)
Purine biosynthesis HMP	PurL	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)
Purine biosynthesis HMP	PurQ	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)
Purine biosynthesis HMP	PurS	Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)
Purine biosynthesis HMP	PurM	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)
Purine biosynthesis HMP	PurE	N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)
Purine biosynthesis HMP	PurK	N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)
Purine biosynthesis HMP	PurKa	N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18), predicted alternative form
Purine biosynthesis HMP	PurC	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)
Purine biosynthesis HMP	PurB	Adenylosuccinate lyase (EC 4.3.2.2)
Purine biosynthesis HMP	PurH1	Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
Purine biosynthesis HMP	PurH2	IMP cyclohydrolase (EC 3.5.4.10)
Purine biosynthesis HMP	PurA	Adenylosuccinate synthetase (EC 6.3.4.4)
Purine biosynthesis HMP	GuaB	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)
Purine biosynthesis HMP	GuaA	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)
Pyrimidine biosynthesis HMP	CarB	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
Pyrimidine biosynthesis HMP	CarA	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
Pyrimidine biosynthesis HMP	PyrB	Aspartate carbamoyltransferase (EC 2.1.3.2)
Pyrimidine biosynthesis HMP	PyrI	Aspartate carbamoyltransferase regulatory chain (PyrI)
Pyrimidine biosynthesis HMP	PyrC	Dihydroorotase (EC 3.5.2.3)
Pyrimidine biosynthesis HMP	PyrD	Dihydroorotate dehydrogenase (EC 1.3.3.1)
Pyrimidine biosynthesis HMP	PyrDe	Dihydroorotate dehydrogenase (NAD(+)), electron transfer subunit (EC 1.3.1.14)
Pyrimidine biosynthesis HMP	PyrDc	Dihydroorotate dehydrogenase (NAD(+)), catalytic subunit (EC 1.3.1.14)
Pyrimidine biosynthesis HMP	PyrDq	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)
Pyrimidine biosynthesis HMP	PyrDf	Dihydroorotate dehydrogenase (fumarate) (EC 1.3.98.1)
Pyrimidine biosynthesis HMP	PyrE	Orotate phosphoribosyltransferase (EC 2.4.2.10)
Pyrimidine biosynthesis HMP	PyrF	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)
Pyrimidine biosynthesis HMP	PyrH	Uridylate kinase (EC 2.7.4.22)
Pyrimidine biosynthesis HMP	Ndk	Nucleoside diphosphate kinase (EC 2.7.4.6)
Pyrimidine biosynthesis HMP	Adk	Adenylate kinase (EC 2.7.4.3)
Pyrimidine biosynthesis HMP	PyrG	CTP synthase (EC 6.3.4.2)
Taurine utilization HMP	Tau_lp	TRAP-type taurine transport system, large permease component
Taurine utilization HMP	Tau_sp	TRAP-type taurine transport system, small permease component
Taurine utilization HMP	Tau_p	TRAP-type taurine transport system, periplasmic component
Taurine utilization HMP	TauA	Taurine ABC transporter, substrate-binding protein TauA
Taurine utilization HMP	TauB	Taurine ABC transporter, ATP-binding protein TauB
Taurine utilization HMP	TauC	Taurine ABC transporter, permease protein TauC
Taurine utilization HMP	TauD	Alpha-ketoglutarate-dependent taurine dioxygenase (EC 1.14.11.17)
Taurine utilization HMP	Toa	Taurine-2-oxoglutarate transaminase (EC 2.6.1.55)
Taurine utilization HMP	Tpa	Taurine-pyruvate aminotransferase (EC 2.6.1.77)
Taurine utilization HMP	TauX	Taurine dehydrogenase, small subunit (EC 1.4.2.-)
Taurine utilization HMP	TauY	Taurine dehydrogenase, large subunit (EC 1.4.2.-)
Taurine utilization HMP	Xsc	Sulfoacetaldehyde acetyltransferase (EC 2.3.3.15)
Taurine utilization HMP	TauF	Sulfoacetaldehyde reductase (EC 1.1.1.313)
Glycine degradation HMP	GcvT	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)
Glycine degradation HMP	GcvH	Glycine cleavage system H protein
Glycine degradation HMP	GcvP	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)
Glycine degradation HMP	GcvP1	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)
Glycine degradation HMP	GcvP2	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)
Glycine degradation HMP	GrdEc	Glycine reductase component B alpha subunit (EC 1.21.4.2)
Glycine degradation HMP	GrdEn	Glycine reductase component B beta subunit (EC 1.21.4.2)
Glycine degradation HMP	GrdB	Glycine reductase component B gamma subunit (EC 1.21.4.2)
Glycine degradation HMP	GrdA	Glycine/sarcosine/betaine reductase protein A
Glycine degradation HMP	GrdC	Glycine/sarcosine/betaine reductase component C chain 1
Glycine degradation HMP	GrdD	Glycine/sarcosine/betaine reductase component C chain 2
Alanine degradation HMP	AlaDH	Alanine dehydrogenase (EC 1.4.1.1)
Alanine degradation HMP	AR	Alanine racemase (EC 5.1.1.1)
Alanine degradation HMP	ARc	Alanine racemase, catabolic (EC 5.1.1.1)
Alanine degradation HMP	DadA2	D-amino acid dehydrogenase (EC 1.4.99.6)
Alanine degradation HMP	DadA1	D-amino acid dehydrogenase (EC 1.4.5.1)
Alanine degradation HMP	AlaAT	D-alanine aminotransferase (EC 2.6.1.21)
Alanine degradation HMP	AlaGAT	L-alanine:glyoxylate aminotransferase (EC 2.6.1.44)
Alanine degradation HMP	AlaP1	Predicted alanine permease, BcaP family
Alanine degradation HMP	AlaP2	D-serine/D-alanine/glycine transporter
Alanine degradation HMP	AlaR2	Predicted transcriptional regulator for alanine utilization, AsnC family
Alanine degradation HMP	AlaR1	Predicted alanine-responsive transcriptional activator AlaR
Tryptophan degradation HMP	TDO	Tryptophan 2,3-dioxygenase (EC 1.13.11.11)
Tryptophan degradation HMP	KFA_e	Kynurenine formamidase (EC 3.5.1.9)
Tryptophan degradation HMP	KFA_b	Kynurenine formamidase, bacterial (EC 3.5.1.9)
Tryptophan degradation HMP	KMO	Kynurenine 3-monooxygenase (EC 1.14.13.9)
Tryptophan degradation HMP	KYN	Kynureninase (EC 3.7.1.3)
Tryptophan degradation HMP	HAD	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)
Tryptophan degradation HMP	ACMSD	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45)
Tryptophan degradation HMP	AMDH	2-aminomuconate semialdehyde dehydrogenase (EC 1.2.1.32)
Tryptophan degradation HMP	AMD	2-aminomuconate deaminase (EC 3.5.99.5)
Tryptophan degradation HMP	4OCD	4-oxalocrotonate decarboxylase (EC 4.1.1.77)
Tryptophan degradation HMP	KPH	2-keto-4-pentenoate hydratase (EC 4.2.1.80)
Tryptophan degradation HMP	HOA	4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)
Tryptophan degradation HMP	IDO	Indoleamine 2,3-dioxygenase (EC 1.13.11.52)
Tryptophan degradation HMP	TnaA	Tryptophanase (EC 4.1.99.1)
Tryptophan degradation HMP	IAH	Indoleacetamide hydrolase (EC 3.5.1.-)
Tryptophan degradation HMP	TMO	Tryptophan 2-monooxygenase (EC 1.13.12.3)
Tryptophan degradation HMP	TDC	Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)
Tryptophan degradation HMP	Trd	Tryptophan decarboxylase (EC 4.1.1.28)
Tryptophan degradation HMP	IpdC	Indole-3-pyruvate decarboxylase (EC 4.1.1.74)
Tryptophan degradation HMP	I3AR	Predicted indole-3-acetaldehyde reductase (EC 1.1.1.191)
Tryptophan degradation HMP	BzaA	Predicted aromatic aldehyde dehydrogenase (EC 1.2.1.67)
Tryptophan degradation HMP	AldH	(R)-aromatic lactate dehydrogenase (EC 1.1.1.110)
Tryptophan degradation HMP	AraT	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)
Tryptophan degradation HMP	AaaT	Predicted aromatic amino acids transaminase
Tryptophan degradation HMP	PaaK	Phenylacetate-coenzyme A ligase (EC 6.2.1.30)
Tryptophan degradation HMP	IOR1	Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits
Tryptophan degradation HMP	IORa	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)
Tryptophan degradation HMP	IORb	Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)
Pyrimidine utilization HMP	RutA	Pyrimidine monooxygenase RutA (EC 1.14.99.46)
Pyrimidine utilization HMP	RutB	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB (EC 3.5.1.110)
Pyrimidine utilization HMP	RutC	Putative aminoacrylate peracid reductase RutC
Pyrimidine utilization HMP	RutD	Possible hydrolase or acyltransferase RutD in novel pyrimidine catabolism pathway
Pyrimidine utilization HMP	RutE	Probable malonic semialdehyde reductase RutE (EC 1.1.1.298)
Pyrimidine utilization HMP	RutF	FMN reductase (NADH) RutF (EC 1.5.1.42)
Pyrimidine utilization HMP	RutG	Pyrimidine permease RutG
Pyrimidine utilization HMP	RutR	Transcriptional regulator RutR of pyrimidine catabolism (TetR family)
Pyrimidine utilization HMP	PydA	Dihydropyrimidine dehydrogenase [NADP+] (EC 1.3.1.2)
Pyrimidine utilization HMP	PydB	Dihydropyrimidinase (EC 3.5.2.2)
Pyrimidine utilization HMP	PydC	Beta-ureidopropionase (EC 3.5.1.6)
Pyrimidine utilization HMP	PydC2	Predicted Beta-ureidopropionase (EC 3.5.1.6) similar to Aliphatic amidase
Pyrimidine utilization HMP	PreT	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (EC 1.3.1.1)
Pyrimidine utilization HMP	PydP	Possible pyrimidine permease in reductive pathway
Pyrimidine utilization HMP	PydT_a	Pyrimidine ABC transporter, ATP-binding protein
Pyrimidine utilization HMP	PydT_s	Pyrimidine ABC transporter, substrate-binding component
Pyrimidine utilization HMP	PydT_m1	Pyrimidine ABC transporter, transmembrane component 1
Pyrimidine utilization HMP	PydT_m2	Pyrimidine ABC transporter, transmembrane component 2
Tartrate utilization HMP	TtdU	L-tartrate/succinate antiporter
Tartrate utilization HMP	TtdA	L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)
Tartrate utilization HMP	TtdB	L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32)
Tartrate utilization HMP	TtdVW	Transcriptional regulator for L(+)-tartrate utilization, GntR family
Tartrate utilization HMP	TtdR1	Predicted transcriptional regulator for L(+)-tartrate utilization, LysR family
